VaccinationRate,Run,Day,Susceptible,Infectious,Recovered,Vaccinated
60,1,6,11976,24,0,18000
60,1,7,11955,43,2,18000
60,1,8,11922,75,3,18000
60,1,9,11875,121,4,18000
60,1,10,11789,202,9,18000
60,1,11,11640,347,13,18000
60,1,12,11417,559,24,18000
60,1,13,11055,900,45,18000
60,1,14,10438,1484,78,18000
60,1,15,9533,2342,125,18000
60,1,16,8287,3502,211,18000
60,1,17,6709,4931,360,18000
60,1,18,4992,6425,583,18000
60,1,19,3390,7665,945,18000
60,1,20,2147,8291,1562,18000
60,1,21,1341,8192,2467,18000
60,1,22,796,7491,3713,18000
60,1,23,498,6211,5291,18000
60,1,24,342,4650,7008,18000
60,1,25,254,3136,8610,18000
60,1,26,213,1934,9853,18000
60,1,27,187,1154,10659,18000
60,1,28,173,623,11204,18000
60,1,29,165,333,11502,18000
60,1,30,160,182,11658,18000
60,1,31,159,95,11746,18000
60,1,32,157,56,11787,18000
60,1,33,156,31,11813,18000
60,1,34,156,17,11827,18000
60,1,35,156,9,11835,18000
60,1,36,156,4,11840,18000
60,1,37,155,4,11841,18000
60,1,38,155,2,11843,18000
60,1,39,155,1,11844,18000
60,1,40,155,1,11844,18000
60,1,41,155,1,11844,18000
60,1,42,155,1,11844,18000
60,2,0,11999,1,0,18000
60,2,1,11997,3,0,18000
60,2,2,11994,6,0,18000
60,2,3,11989,11,0,18000
60,2,4,11984,16,0,18000
60,2,5,11973,27,0,18000
60,2,6,11961,39,0,18000
60,2,7,11944,53,3,18000
60,2,8,11898,96,6,18000
60,2,9,11839,150,11,18000
60,2,10,11735,249,16,18000
60,2,11,11568,405,27,18000
60,2,12,11263,698,39,18000
60,2,13,10815,1129,56,18000
60,2,14,10145,1753,102,18000
60,2,15,9146,2693,161,18000
60,2,16,7780,3955,265,18000
60,2,17,6136,5432,432,18000
60,2,18,4434,6829,737,18000
60,2,19,2941,7874,1185,18000
60,2,20,1832,8313,1855,18000
60,2,21,1155,7991,2854,18000
60,2,22,708,7072,4220,18000
60,2,23,445,5691,5864,18000
60,2,24,313,4121,7566,18000
60,2,25,237,2704,9059,18000
60,2,26,197,1635,10168,18000
60,2,27,182,973,10845,18000
60,2,28,171,537,11292,18000
60,2,29,166,279,11555,18000
60,2,30,163,150,11687,18000
60,2,31,158,79,11763,18000
60,2,32,156,41,11803,18000
60,2,33,156,26,11818,18000
60,2,34,156,15,11829,18000
60,2,35,156,10,11834,18000
60,2,36,156,7,11837,18000
60,2,37,156,2,11842,18000
60,3,0,11999,1,0,18000
60,3,1,11998,2,0,18000
60,3,2,11998,2,0,18000
60,3,3,11998,2,0,18000
60,3,4,11998,2,0,18000
60,3,5,11996,4,0,18000
60,3,6,11992,8,0,18000
60,3,7,11987,11,2,18000
60,3,8,11981,17,2,18000
60,3,9,11968,30,2,18000
60,3,10,11950,48,2,18000
60,3,11,11914,82,4,18000
60,3,12,11840,152,8,18000
60,3,13,11727,260,13,18000
60,3,14,11564,417,19,18000
60,3,15,11271,697,32,18000
60,3,16,10788,1162,50,18000
60,3,17,10059,1855,86,18000
60,3,18,9033,2807,160,18000
60,3,19,7661,4066,273,18000
60,3,20,5943,5621,436,18000
60,3,21,4251,7020,729,18000
60,3,22,2864,7924,1212,18000
60,3,23,1792,8267,1941,18000
60,3,24,1097,7936,2967,18000
60,3,25,659,7002,4339,18000
60,3,26,435,5508,6057,18000
60,3,27,311,3940,7749,18000
60,3,28,255,2609,9136,18000
60,3,29,218,1574,10208,18000
60,3,30,193,904,10903,18000
60,3,31,179,480,11341,18000
60,3,32,174,261,11565,18000
60,3,33,171,140,11689,18000
60,3,34,169,86,11745,18000
60,3,35,169,49,11782,18000
60,3,36,167,26,11807,18000
60,3,37,167,12,11821,18000
60,3,38,167,7,11826,18000
60,3,39,167,4,11829,18000
60,3,40,167,2,11831,18000
60,3,41,167,2,11831,18000
60,4,0,11999,1,0,18000
60,4,1,11999,1,0,18000
60,4,2,11998,2,0,18000
60,4,3,11998,2,0,18000
60,4,4,11998,2,0,18000
60,4,5,11996,4,0,18000
60,4,6,11993,7,0,18000
60,4,7,11988,11,1,18000
60,4,8,11979,19,2,18000
60,4,9,11963,35,2,18000
60,4,10,11940,58,2,18000
60,4,11,11891,105,4,18000
60,4,12,11824,169,7,18000
60,4,13,11696,292,12,18000
60,4,14,11471,508,21,18000
60,4,15,11160,803,37,18000
60,4,16,10664,1276,60,18000
60,4,17,9874,2017,109,18000
60,4,18,8758,3066,176,18000
60,4,19,7332,4364,304,18000
60,4,20,5618,5853,529,18000
60,4,21,3969,7191,840,18000
60,4,22,2574,8090,1336,18000
60,4,23,1582,8292,2126,18000
60,4,24,961,7797,3242,18000
60,4,25,623,6709,4668,18000
60,4,26,436,5182,6382,18000
60,4,27,332,3637,8031,18000
60,4,28,267,2307,9426,18000
60,4,29,235,1347,10418,18000
60,4,30,226,735,11039,18000
60,4,31,220,403,11377,18000
60,4,32,214,222,11564,18000
60,4,33,214,118,11668,18000
60,4,34,212,55,11733,18000
60,4,35,212,23,11765,18000
60,4,36,212,14,11774,18000
60,4,37,212,8,11780,18000
60,4,38,212,2,11786,18000
60,4,39,212,2,11786,18000
60,5,0,11999,1,0,18000
60,5,1,11999,1,0,18000
60,5,2,11999,1,0,18000
60,5,3,11999,1,0,18000
60,5,4,11996,4,0,18000
60,5,5,11994,6,0,18000
60,5,6,11989,11,0,18000
60,5,7,11978,21,1,18000
60,5,8,11966,33,1,18000
60,5,9,11947,52,1,18000
60,5,10,11911,85,4,18000
60,5,11,11851,143,6,18000
60,5,12,11749,240,11,18000
60,5,13,11586,392,22,18000
60,5,14,11321,645,34,18000
60,5,15,10908,1039,53,18000
60,5,16,10271,1640,89,18000
60,5,17,9310,2541,149,18000
60,5,18,8010,3739,251,18000
60,5,19,6375,5211,414,18000
60,5,20,4603,6718,679,18000
60,5,21,3058,7850,1092,18000
60,5,22,1931,8340,1729,18000
60,5,23,1186,8124,2690,18000
60,5,24,761,7249,3990,18000
60,5,25,506,5869,5625,18000
60,5,26,356,4247,7397,18000
60,5,27,270,2788,8942,18000
60,5,28,229,1702,10069,18000
60,5,29,206,980,10814,18000
60,5,30,194,567,11239,18000
60,5,31,189,317,11494,18000
60,5,32,182,174,11644,18000
60,5,33,176,94,11730,18000
60,5,34,175,54,11771,18000
60,5,35,174,32,11794,18000
60,5,36,173,21,11806,18000
60,5,37,173,16,11811,18000
60,5,38,173,9,11818,18000
60,5,39,173,3,11824,18000
60,5,40,173,2,11825,18000
60,5,41,173,1,11826,18000
70,1,0,8999,1,0,21000
70,1,1,8999,1,0,21000
70,1,2,8998,2,0,21000
70,1,3,8995,5,0,21000
70,1,4,8993,7,0,21000
70,1,5,8992,8,0,21000
70,1,6,8989,11,0,21000
70,1,7,8983,16,1,21000
70,1,8,8978,20,2,21000
70,1,9,8965,30,5,21000
70,1,10,8950,43,7,21000
70,1,11,8927,65,8,21000
70,1,12,8894,95,11,21000
70,1,13,8849,134,17,21000
70,1,14,8785,193,22,21000
70,1,15,8672,293,35,21000
70,1,16,8508,442,50,21000
70,1,17,8290,637,73,21000
70,1,18,7987,907,106,21000
70,1,19,7560,1289,151,21000
70,1,20,6999,1786,215,21000
70,1,21,6244,2428,328,21000
70,1,22,5365,3143,492,21000
70,1,23,4494,3796,710,21000
70,1,24,3598,4389,1013,21000
70,1,25,2767,4793,1440,21000
70,1,26,2120,4879,2001,21000
70,1,27,1630,4614,2756,21000
70,1,28,1234,4131,3635,21000
70,1,29,991,3503,4506,21000
70,1,30,816,2782,5402,21000
70,1,31,715,2052,6233,21000
70,1,32,630,1490,6880,21000
70,1,33,573,1057,7370,21000
70,1,34,538,696,7766,21000
70,1,35,520,471,8009,21000
70,1,36,500,316,8184,21000
70,1,37,488,227,8285,21000
70,1,38,483,147,8370,21000
70,1,39,480,93,8427,21000
70,1,40,476,62,8462,21000
70,1,41,475,45,8480,21000
70,1,42,474,26,8500,21000
70,1,43,474,14,8512,21000
70,1,44,473,10,8517,21000
70,1,45,473,7,8520,21000
70,1,46,473,3,8524,21000
70,1,47,473,2,8525,21000
70,1,48,473,1,8526,21000
70,1,49,473,1,8526,21000
70,2,0,8999,1,0,21000
70,2,1,8998,2,0,21000
70,2,2,8998,2,0,21000
70,2,3,8998,2,0,21000
70,2,4,8997,3,0,21000
70,2,5,8994,6,0,21000
70,2,6,8989,11,0,21000
70,2,7,8984,14,2,21000
70,2,8,8982,16,2,21000
70,2,9,8966,32,2,21000
70,2,10,8951,46,3,21000
70,2,11,8932,62,6,21000
70,2,12,8899,90,11,21000
70,2,13,8851,133,16,21000
70,2,14,8770,212,18,21000
70,2,15,8652,314,34,21000
70,2,16,8462,489,49,21000
70,2,17,8215,717,68,21000
70,2,18,7887,1012,101,21000
70,2,19,7431,1420,149,21000
70,2,20,6819,1951,230,21000
70,2,21,6085,2567,348,21000
70,2,22,5195,3267,538,21000
70,2,23,4255,3960,785,21000
70,2,24,3338,4549,1113,21000
70,2,25,2560,4871,1569,21000
70,2,26,1934,4885,2181,21000
70,2,27,1466,4619,2915,21000
70,2,28,1123,4072,3805,21000
70,2,29,882,3373,4745,21000
70,2,30,724,2614,5662,21000
70,2,31,631,1929,6440,21000
70,2,32,570,1364,7066,21000
70,2,33,528,938,7534,21000
70,2,34,500,623,7877,21000
70,2,35,473,409,8118,21000
70,2,36,465,259,8276,21000
70,2,37,453,178,8369,21000
70,2,38,447,123,8430,21000
70,2,39,447,81,8472,21000
70,2,40,444,56,8500,21000
70,2,41,443,30,8527,21000
70,2,42,443,22,8535,21000
70,2,43,442,11,8547,21000
70,2,44,442,5,8553,21000
70,2,45,442,5,8553,21000
70,2,46,442,2,8556,21000
70,2,47,442,1,8557,21000
70,2,48,442,1,8557,21000
70,3,0,8999,1,0,21000
70,3,1,8998,2,0,21000
70,3,2,8996,4,0,21000
70,3,3,8993,7,0,21000
70,3,4,8990,10,0,21000
70,3,5,8985,15,0,21000
70,3,6,8977,23,0,21000
70,3,7,8967,31,2,21000
70,3,8,8949,47,4,21000
70,3,9,8926,67,7,21000
70,3,10,8891,99,10,21000
70,3,11,8840,145,15,21000
70,3,12,8778,199,23,21000
70,3,13,8661,306,33,21000
70,3,14,8523,426,51,21000
70,3,15,8310,616,74,21000
70,3,16,8011,880,109,21000
70,3,17,7615,1225,160,21000
70,3,18,7087,1691,222,21000
70,3,19,6384,2277,339,21000
70,3,20,5580,2943,477,21000
70,3,21,4669,3641,690,21000
70,3,22,3745,4266,989,21000
70,3,23,2920,4695,1385,21000
70,3,24,2239,4848,1913,21000
70,3,25,1695,4689,2616,21000
70,3,26,1299,4281,3420,21000
70,3,27,988,3681,4331,21000
70,3,28,814,2931,5255,21000
70,3,29,688,2232,6080,21000
70,3,30,599,1640,6761,21000
70,3,31,542,1153,7305,21000
70,3,32,510,789,7701,21000
70,3,33,485,503,8012,21000
70,3,34,472,342,8186,21000
70,3,35,463,225,8312,21000
70,3,36,458,141,8401,21000
70,3,37,454,88,8458,21000
70,3,38,451,59,8490,21000
70,3,39,450,35,8515,21000
70,3,40,450,22,8528,21000
70,3,41,450,13,8537,21000
70,3,42,449,9,8542,21000
70,3,43,449,5,8546,21000
70,3,44,449,2,8549,21000
70,3,45,449,1,8550,21000
70,3,46,449,1,8550,21000
70,3,47,448,2,8550,21000
70,3,48,448,1,8551,21000
70,3,49,448,1,8551,21000
70,3,50,448,1,8551,21000
70,3,51,448,1,8551,21000
70,3,52,448,1,8551,21000
70,4,0,8999,1,0,21000
70,4,1,8999,1,0,21000
70,4,2,8999,1,0,21000
70,4,3,8998,2,0,21000
70,4,4,8996,4,0,21000
70,4,5,8994,6,0,21000
70,4,6,8992,8,0,21000
70,4,7,8991,8,1,21000
70,4,8,8988,11,1,21000
70,4,9,8978,20,2,21000
70,4,10,8966,30,4,21000
70,4,11,8949,45,6,21000
70,4,12,8927,65,8,21000
70,4,13,8888,103,9,21000
70,4,14,8821,167,12,21000
70,4,15,8724,254,22,21000
70,4,16,8590,376,34,21000
70,4,17,8384,565,51,21000
70,4,18,8099,828,73,21000
70,4,19,7726,1162,112,21000
70,4,20,7224,1597,179,21000
70,4,21,6544,2180,276,21000
70,4,22,5714,2876,410,21000
70,4,23,4852,3532,616,21000
70,4,24,3879,4220,901,21000
70,4,25,3025,4701,1274,21000
70,4,26,2320,4904,1776,21000
70,4,27,1736,4808,2456,21000
70,4,28,1303,4411,3286,21000
70,4,29,1016,3836,4148,21000
70,4,30,823,3056,5121,21000
70,4,31,698,2327,5975,21000
70,4,32,614,1706,6680,21000
70,4,33,571,1165,7264,21000
70,4,34,533,770,7697,21000
70,4,35,510,506,7984,21000
70,4,36,495,328,8177,21000
70,4,37,486,212,8302,21000
70,4,38,480,134,8386,21000
70,4,39,479,92,8429,21000
70,4,40,476,57,8467,21000
70,4,41,475,35,8490,21000
70,4,42,475,20,8505,21000
70,4,43,475,11,8514,21000
70,4,44,474,6,8520,21000
70,4,45,474,5,8521,21000
70,4,46,474,2,8524,21000
70,4,47,474,1,8525,21000
70,4,48,474,1,8525,21000
70,4,49,474,1,8525,21000
70,5,0,8999,1,0,21000
70,5,1,8997,3,0,21000
70,5,2,8995,5,0,21000
70,5,3,8993,7,0,21000
70,5,4,8984,16,0,21000
70,5,5,8975,25,0,21000
70,5,6,8963,37,0,21000
70,5,7,8940,57,3,21000
70,5,8,8900,95,5,21000
70,5,9,8853,140,7,21000
70,5,10,8782,202,16,21000
70,5,11,8653,322,25,21000
70,5,12,8486,477,37,21000
70,5,13,8247,693,60,21000
70,5,14,7901,999,100,21000
70,5,15,7427,1426,147,21000
70,5,16,6830,1952,218,21000
70,5,17,6107,2546,347,21000
70,5,18,5222,3264,514,21000
70,5,19,4331,3916,753,21000
70,5,20,3486,4415,1099,21000
70,5,21,2708,4719,1573,21000
70,5,22,2042,4788,2170,21000
70,5,23,1505,4602,2893,21000
70,5,24,1149,4073,3778,21000
70,5,25,894,3437,4669,21000
70,5,26,709,2777,5514,21000
70,5,27,582,2126,6292,21000
70,5,28,500,1542,6958,21000
70,5,29,459,1046,7495,21000
70,5,30,439,710,7851,21000
70,5,31,422,472,8106,21000
70,5,32,409,300,8291,21000
70,5,33,403,179,8418,21000
70,5,34,401,99,8500,21000
70,5,35,397,62,8541,21000
70,5,36,396,43,8561,21000
70,5,37,395,27,8578,21000
70,5,38,395,14,8591,21000
70,5,39,395,8,8597,21000
70,5,40,395,6,8599,21000
70,5,41,395,2,8603,21000
70,5,42,395,1,8604,21000
80,1,0,5999,1,0,24000
80,1,1,5999,1,0,24000
80,1,2,5999,1,0,24000
80,1,3,5999,1,0,24000
80,1,4,5998,2,0,24000
80,1,5,5998,2,0,24000
80,1,6,5997,3,0,24000
80,1,7,5997,2,1,24000
80,1,8,5997,2,1,24000
80,1,9,5997,2,1,24000
80,1,10,5997,1,2,24000
80,1,11,5996,2,2,24000
80,1,12,5994,3,3,24000
80,1,13,5992,5,3,24000
80,1,14,5992,5,3,24000
80,1,15,5987,10,3,24000
80,1,16,5984,13,3,24000
80,1,17,5982,14,4,24000
80,1,18,5974,20,6,24000
80,1,19,5965,27,8,24000
80,1,20,5952,40,8,24000
80,1,21,5931,56,13,24000
80,1,22,5901,83,16,24000
80,1,23,5873,109,18,24000
80,1,24,5839,135,26,24000
80,1,25,5792,173,35,24000
80,1,26,5730,222,48,24000
80,1,27,5671,260,69,24000
80,1,28,5590,311,99,24000
80,1,29,5478,395,127,24000
80,1,30,5355,484,161,24000
80,1,31,5175,617,208,24000
80,1,32,4983,747,270,24000
80,1,33,4756,915,329,24000
80,1,34,4485,1105,410,24000
80,1,35,4203,1275,522,24000
80,1,36,3863,1492,645,24000
80,1,37,3535,1640,825,24000
80,1,38,3218,1765,1017,24000
80,1,39,2886,1870,1244,24000
80,1,40,2593,1892,1515,24000
80,1,41,2319,1884,1797,24000
80,1,42,2063,1800,2137,24000
80,1,43,1849,1686,2465,24000
80,1,44,1667,1551,2782,24000
80,1,45,1522,1364,3114,24000
80,1,46,1421,1172,3407,24000
80,1,47,1339,980,3681,24000
80,1,48,1272,791,3937,24000
80,1,49,1211,638,4151,24000
80,1,50,1150,517,4333,24000
80,1,51,1121,401,4478,24000
80,1,52,1095,326,4579,24000
80,1,53,1080,259,4661,24000
80,1,54,1059,213,4728,24000
80,1,55,1040,171,4789,24000
80,1,56,1030,120,4850,24000
80,1,57,1024,97,4879,24000
80,1,58,1014,81,4905,24000
80,1,59,1011,69,4920,24000
80,1,60,1008,51,4941,24000
80,1,61,1002,38,4960,24000
80,1,62,1001,29,4970,24000
80,1,63,1001,23,4976,24000
80,1,64,1001,13,4986,24000
80,1,65,1000,11,4989,24000
80,1,66,1000,8,4992,24000
80,1,67,999,3,4998,24000
80,1,68,999,2,4999,24000
80,1,69,999,2,4999,24000
80,1,70,999,2,4999,24000
80,1,71,999,1,5000,24000
80,1,72,999,1,5000,24000
80,2,0,5999,1,0,24000
80,2,1,5999,1,0,24000
80,2,2,5998,2,0,24000
80,2,3,5997,3,0,24000
80,2,4,5997,3,0,24000
80,2,5,5996,4,0,24000
80,2,6,5995,5,0,24000
80,2,7,5991,8,1,24000
80,2,8,5988,10,2,24000
80,2,9,5982,15,3,24000
80,2,10,5975,22,3,24000
80,2,11,5969,27,4,24000
80,2,12,5952,43,5,24000
80,2,13,5930,61,9,24000
80,2,14,5908,80,12,24000
80,2,15,5875,107,18,24000
80,2,16,5841,134,25,24000
80,2,17,5791,178,31,24000
80,2,18,5727,225,48,24000
80,2,19,5647,283,70,24000
80,2,20,5562,346,92,24000
80,2,21,5448,427,125,24000
80,2,22,5303,538,159,24000
80,2,23,5134,657,209,24000
80,2,24,4937,790,273,24000
80,2,25,4725,922,353,24000
80,2,26,4438,1124,438,24000
80,2,27,4145,1303,552,24000
80,2,28,3845,1458,697,24000
80,2,29,3513,1621,866,24000
80,2,30,3189,1748,1063,24000
80,2,31,2862,1863,1275,24000
80,2,32,2537,1901,1562,24000
80,2,33,2301,1844,1855,24000
80,2,34,2064,1781,2155,24000
80,2,35,1822,1691,2487,24000
80,2,36,1633,1556,2811,24000
80,2,37,1469,1393,3138,24000
80,2,38,1347,1190,3463,24000
80,2,39,1257,1044,3699,24000
80,2,40,1191,873,3936,24000
80,2,41,1143,679,4178,24000
80,2,42,1106,527,4367,24000
80,2,43,1067,402,4531,24000
80,2,44,1041,306,4653,24000
80,2,45,1022,235,4743,24000
80,2,46,1013,178,4809,24000
80,2,47,999,144,4857,24000
80,2,48,991,115,4894,24000
80,2,49,983,84,4933,24000
80,2,50,977,64,4959,24000
80,2,51,974,48,4978,24000
80,2,52,974,39,4987,24000
80,2,53,973,26,5001,24000
80,2,54,969,22,5009,24000
80,2,55,966,17,5017,24000
80,2,56,964,13,5023,24000
80,2,57,964,10,5026,24000
80,2,58,963,11,5026,24000
80,2,59,963,10,5027,24000
80,2,60,962,7,5031,24000
80,2,61,962,4,5034,24000
80,2,62,962,2,5036,24000
80,2,63,962,2,5036,24000
80,2,64,961,2,5037,24000
80,2,65,961,2,5037,24000
80,2,66,961,1,5038,24000
80,2,67,961,1,5038,24000
80,2,68,960,2,5038,24000
80,2,69,960,2,5038,24000
80,2,70,960,1,5039,24000
80,2,71,960,1,5039,24000
80,2,72,960,1,5039,24000
80,2,73,960,1,5039,24000
80,3,0,5999,1,0,24000
80,3,1,5998,2,0,24000
80,3,2,5998,2,0,24000
80,3,3,5998,2,0,24000
80,3,4,5998,2,0,24000
80,3,5,5997,3,0,24000
80,3,6,5994,6,0,24000
80,3,7,5993,5,2,24000
80,3,8,5992,6,2,24000
80,3,9,5989,9,2,24000
80,3,10,5984,14,2,24000
80,3,11,5978,19,3,24000
80,3,12,5971,23,6,24000
80,3,13,5965,28,7,24000
80,3,14,5950,42,8,24000
80,3,15,5938,51,11,24000
80,3,16,5920,64,16,24000
80,3,17,5896,82,22,24000
80,3,18,5868,103,29,24000
80,3,19,5834,131,35,24000
80,3,20,5793,157,50,24000
80,3,21,5748,190,62,24000
80,3,22,5677,243,80,24000
80,3,23,5578,318,104,24000
80,3,24,5486,382,132,24000
80,3,25,5354,480,166,24000
80,3,26,5208,585,207,24000
80,3,27,5018,730,252,24000
80,3,28,4806,871,323,24000
80,3,29,4566,1012,422,24000
80,3,30,4307,1179,514,24000
80,3,31,4026,1328,646,24000
80,3,32,3738,1470,792,24000
80,3,33,3439,1579,982,24000
80,3,34,3157,1649,1194,24000
80,3,35,2872,1694,1434,24000
80,3,36,2573,1734,1693,24000
80,3,37,2317,1709,1974,24000
80,3,38,2089,1649,2262,24000
80,3,39,1891,1548,2561,24000
80,3,40,1736,1421,2843,24000
80,3,41,1601,1271,3128,24000
80,3,42,1482,1091,3427,24000
80,3,43,1390,927,3683,24000
80,3,44,1332,757,3911,24000
80,3,45,1265,626,4109,24000
80,3,46,1212,524,4264,24000
80,3,47,1179,422,4399,24000
80,3,48,1144,338,4518,24000
80,3,49,1126,264,4610,24000
80,3,50,1109,223,4668,24000
80,3,51,1100,165,4735,24000
80,3,52,1086,126,4788,24000
80,3,53,1078,101,4821,24000
80,3,54,1073,71,4856,24000
80,3,55,1070,56,4874,24000
80,3,56,1067,42,4891,24000
80,3,57,1064,36,4900,24000
80,3,58,1062,24,4914,24000
80,3,59,1060,18,4922,24000
80,3,60,1060,13,4927,24000
80,3,61,1059,11,4930,24000
80,3,62,1059,8,4933,24000
80,3,63,1058,6,4936,24000
80,3,64,1058,4,4938,24000
80,3,65,1058,2,4940,24000
80,3,66,1058,2,4940,24000
80,3,67,1058,1,4941,24000
80,3,68,1058,1,4941,24000
80,4,0,5999,1,0,24000
80,4,1,5998,2,0,24000
80,4,2,5997,3,0,24000
80,4,3,5996,4,0,24000
80,4,4,5994,6,0,24000
80,4,5,5992,8,0,24000
80,4,6,5989,11,0,24000
80,4,7,5985,13,2,24000
80,4,8,5977,20,3,24000
80,4,9,5975,21,4,24000
80,4,10,5964,30,6,24000
80,4,11,5953,39,8,24000
80,4,12,5938,51,11,24000
80,4,13,5910,75,15,24000
80,4,14,5882,95,23,24000
80,4,15,5854,121,25,24000
80,4,16,5803,161,36,24000
80,4,17,5746,207,47,24000
80,4,18,5682,256,62,24000
80,4,19,5592,318,90,24000
80,4,20,5492,390,118,24000
80,4,21,5367,487,146,24000
80,4,22,5212,591,197,24000
80,4,23,4991,755,254,24000
80,4,24,4753,929,318,24000
80,4,25,4506,1086,408,24000
80,4,26,4235,1257,508,24000
80,4,27,3913,1454,633,24000
80,4,28,3587,1625,788,24000
80,4,29,3249,1742,1009,24000
80,4,30,2912,1841,1247,24000
80,4,31,2601,1905,1494,24000
80,4,32,2306,1929,1765,24000
80,4,33,2068,1845,2087,24000
80,4,34,1854,1733,2413,24000
80,4,35,1684,1565,2751,24000
80,4,36,1516,1396,3088,24000
80,4,37,1404,1197,3399,24000
80,4,38,1309,997,3694,24000
80,4,39,1239,829,3932,24000
80,4,40,1192,662,4146,24000
80,4,41,1141,543,4316,24000
80,4,42,1106,410,4484,24000
80,4,43,1078,326,4596,24000
80,4,44,1055,254,4691,24000
80,4,45,1039,200,4761,24000
80,4,46,1018,174,4808,24000
80,4,47,1006,135,4859,24000
80,4,48,1001,105,4894,24000
80,4,49,990,88,4922,24000
80,4,50,985,70,4945,24000
80,4,51,984,55,4961,24000
80,4,52,984,34,4982,24000
80,4,53,984,22,4994,24000
80,4,54,979,22,4999,24000
80,4,55,977,13,5010,24000
80,4,56,976,9,5015,24000
80,4,57,976,8,5016,24000
80,4,58,975,9,5016,24000
80,4,59,975,9,5016,24000
80,4,60,974,5,5021,24000
80,4,61,974,3,5023,24000
80,4,62,973,3,5024,24000
80,4,63,973,3,5024,24000
80,4,64,973,2,5025,24000
80,4,65,973,2,5025,24000
80,4,66,973,1,5026,24000
80,4,67,973,1,5026,24000
80,5,0,5999,1,0,24000
80,5,1,5998,2,0,24000
80,5,2,5997,3,0,24000
80,5,3,5996,4,0,24000
80,5,4,5995,5,0,24000
80,5,5,5994,6,0,24000
80,5,6,5993,7,0,24000
80,5,7,5991,7,2,24000
80,5,8,5989,8,3,24000
80,5,9,5987,9,4,24000
80,5,10,5985,10,5,24000
80,5,11,5982,12,6,24000
80,5,12,5980,13,7,24000
80,5,13,5974,17,9,24000
80,5,14,5971,18,11,24000
80,5,15,5964,23,13,24000
80,5,16,5954,31,15,24000
80,5,17,5941,41,18,24000
80,5,18,5924,56,20,24000
80,5,19,5904,70,26,24000
80,5,20,5885,86,29,24000
80,5,21,5847,117,36,24000
80,5,22,5807,147,46,24000
80,5,23,5761,180,59,24000
80,5,24,5704,220,76,24000
80,5,25,5640,264,96,24000
80,5,26,5557,328,115,24000
80,5,27,5451,396,153,24000
80,5,28,5329,478,193,24000
80,5,29,5191,570,239,24000
80,5,30,5020,684,296,24000
80,5,31,4845,795,360,24000
80,5,32,4615,942,443,24000
80,5,33,4354,1097,549,24000
80,5,34,4091,1238,671,24000
80,5,35,3787,1404,809,24000
80,5,36,3495,1525,980,24000
80,5,37,3197,1648,1155,24000
80,5,38,2900,1715,1385,24000
80,5,39,2613,1741,1646,24000
80,5,40,2344,1747,1909,24000
80,5,41,2121,1666,2213,24000
80,5,42,1906,1589,2505,24000
80,5,43,1749,1448,2803,24000
80,5,44,1606,1294,3100,24000
80,5,45,1467,1146,3387,24000
80,5,46,1374,970,3656,24000
80,5,47,1282,839,3879,24000
80,5,48,1218,688,4094,24000
80,5,49,1172,577,4251,24000
80,5,50,1131,475,4394,24000
80,5,51,1097,370,4533,24000
80,5,52,1068,306,4626,24000
80,5,53,1054,228,4718,24000
80,5,54,1042,176,4782,24000
80,5,55,1035,137,4828,24000
80,5,56,1028,103,4869,24000
80,5,57,1021,76,4903,24000
80,5,58,1017,51,4932,24000
80,5,59,1014,40,4946,24000
80,5,60,1012,30,4958,24000
80,5,61,1010,25,4965,24000
80,5,62,1009,19,4972,24000
80,5,63,1009,12,4979,24000
80,5,64,1008,9,4983,24000
80,5,65,1007,7,4986,24000
80,5,66,1006,6,4988,24000
80,5,67,1006,4,4990,24000
80,5,68,1006,3,4991,24000
80,5,69,1006,3,4991,24000
80,5,70,1006,2,4992,24000
80,5,71,1006,1,4993,24000
90,1,0,2999,1,0,27000
90,1,1,2999,1,0,27000
90,1,2,2999,1,0,27000
90,1,3,2999,1,0,27000
90,1,4,2999,1,0,27000
90,1,5,2999,1,0,27000
90,1,6,2999,1,0,27000
90,2,0,2999,1,0,27000
90,2,1,2998,2,0,27000
90,2,2,2996,4,0,27000
90,2,3,2994,6,0,27000
90,2,4,2992,8,0,27000
90,2,5,2990,10,0,27000
90,2,6,2986,14,0,27000
90,2,7,2986,12,2,27000
90,2,8,2985,11,4,27000
90,2,9,2983,11,6,27000
90,2,10,2982,10,8,27000
90,2,11,2980,10,10,27000
90,2,12,2979,7,14,27000
90,2,13,2978,8,14,27000
90,2,14,2976,9,15,27000
90,2,15,2976,7,17,27000
90,2,16,2975,7,18,27000
90,2,17,2974,6,20,27000
90,2,18,2974,5,21,27000
90,2,19,2974,4,22,27000
90,2,20,2973,3,24,27000
90,2,21,2970,6,24,27000
90,2,22,2970,5,25,27000
90,2,23,2969,5,26,27000
90,2,24,2967,7,26,27000
90,2,25,2965,9,26,27000
90,2,26,2962,11,27,27000
90,2,27,2962,8,30,27000
90,2,28,2960,10,30,27000
90,2,29,2959,10,31,27000
90,2,30,2959,8,33,27000
90,2,31,2955,10,35,27000
90,2,32,2951,11,38,27000
90,2,33,2948,14,38,27000
90,2,34,2941,19,40,27000
90,2,35,2938,21,41,27000
90,2,36,2935,24,41,27000
90,2,37,2931,24,45,27000
90,2,38,2930,21,49,27000
90,2,39,2929,19,52,27000
90,2,40,2924,17,59,27000
